156	0.0
157	0.0
158	3.0E-4
159	4.0E-4
160	1.0E-4
161	3.0E-4
162	0.0
163	3.0E-4
164	0.0
165	0.0
166	0.0
167	2.0E-4
168	4.0E-4
169	0.0
170	1.0E-4
171	0.0
172	2.0E-4
173	0.0
174	1.0E-4
175	1.0E-4
176	1.0E-4
177	1.0E-4
178	0.0
179	0.0
180	0.0
181	0.0
182	2.0E-4
183	2.0E-4
184	2.0E-4
185	1.0E-4
186	1.0E-4
187	2.0E-4
188	2.0E-4
189	0.0
190	0.0
191	0.0
192	0.0
193	1.0E-4
194	2.0E-4
195	1.0E-4
196	3.0E-4
197	2.0E-4
198	1.0E-4
199	0.0
200	2.0E-4
201	1.0E-4
202	2.0E-4
203	2.0E-4
204	1.0E-4
205	0.0
206	0.0
207	1.0E-4
208	0.0
209	0.0
210	2.0E-4
211	0.0
212	1.0E-4
213	0.0
214	1.0E-4
215	0.0
216	0.0
217	1.0E-4
218	1.0E-4
219	3.0E-4
220	0.0
221	0.0
222	1.0E-4
223	1.0E-4
224	0.0
225	1.0E-4
226	1.0E-4
227	0.0
228	0.0
229	1.0E-4
230	0.0
231	0.0
232	0.0
233	0.0
234	1.0E-4
235	1.0E-4
236	0.0
237	0.0
238	2.0E-4
239	0.0
240	0.0
241	1.0E-4
242	1.0E-4
243	1.0E-4
244	0.0
245	0.0
246	0.0
247	1.0E-4
248	1.0E-4
249	0.0
250	0.0
251	1.0E-4
252	0.0
253	2.0E-4
254	0.0
255	0.0
256	1.0E-4
257	1.0E-4
258	1.0E-4
259	1.0E-4
260	1.0E-4
261	1.0E-4
262	1.0E-4
263	1.0E-4
264	1.0E-4
265	0.0
266	0.0
267	0.0
268	0.0
269	0.0
270	0.0
271	0.0
272	0.0
273	0.0
274	1.0E-4
275	1.0E-4
276	0.0
277	0.0
278	0.0
279	1.0E-4
280	1.0E-4
281	2.0E-4
282	0.0
283	1.0E-4
284	1.0E-4
285	0.0
286	0.0
287	0.0
288	0.0
289	1.0E-4
290	0.0
291	1.0E-4
292	0.0
293	1.0E-4
294	0.0
295	0.0
296	0.0
297	0.0
298	0.0
299	0.0
300	0.0
301	1.0E-4
302	0.0
303	0.0
304	2.0E-4
305	1.0E-4
306	0.0
307	0.0
308	1.0E-4
309	0.0
310	0.0
311	2.0E-4
312	0.0
313	0.0
314	1.0E-4
315	0.0
316	0.0
317	1.0E-4
318	0.0
319	0.0
320	0.0
321	0.0
322	0.0
323	0.0
324	0.0
325	0.0
326	0.0
327	1.0E-4
328	0.0
329	0.0
330	0.0
331	1.0E-4
332	0.0
333	0.0
334	1.0E-4
335	0.0
336	0.0
337	1.0E-4
338	0.0
339	0.0
340	0.0
341	0.0
342	1.0E-4
343	0.0
344	0.0
345	0.0
346	0.0
347	0.0
348	1.0E-4
349	0.0
350	0.0
351	0.0
352	0.0
353	1.0E-4
354	0.0
355	0.0
356	0.0
357	1.0E-4
358	0.0
359	1.0E-4
360	0.0
361	1.0E-4
362	1.0E-4
363	1.0E-4
364	0.0
365	0.0
366	0.0
367	1.0E-4
368	0.0
369	0.0
370	0.0
371	0.0
372	0.0
373	0.0
374	0.0
375	0.0
376	0.0
377	0.0
378	0.0
379	0.0
380	0.0
381	1.0E-4
382	0.0
383	0.0
384	1.0E-4
385	0.0
386	0.0
387	0.0
388	0.0
389	0.0
390	0.0
391	0.0
392	0.0
393	0.0
394	0.0
395	0.0
396	0.0
397	0.0
398	0.0
399	0.0
400	0.0
401	0.0
402	0.0
403	0.0
404	0.0
405	2.0E-4
406	0.0
407	0.0
408	1.0E-4
409	0.0
410	0.0
411	0.0
412	1.0E-4
413	0.0
414	0.0
415	1.0E-4
416	0.0
417	0.0
418	0.0
419	0.0
420	0.0
421	0.0
422	0.0
423	1.0E-4
424	1.0E-4
425	0.0
426	1.0E-4
427	0.0
428	0.0
429	0.0
430	0.0
431	0.0
432	0.0
433	0.0
434	0.0
435	0.0
436	0.0
437	0.0
438	0.0
439	0.0
440	1.0E-4
441	0.0
442	0.0
443	0.0
444	0.0
445	0.0
446	0.0
447	0.0
448	0.0
449	0.0
450	1.0E-4
451	0.0
452	0.0
453	0.0
454	0.0
455	0.0
456	0.0
457	0.0
458	1.0E-4
459	0.0
460	0.0
461	0.0
462	1.0E-4
463	0.0
464	0.0
465	0.0
466	0.0
467	0.0
468	0.0
469	0.0
470	0.0
471	0.0
472	0.0
473	0.0
474	0.0
475	0.0
476	0.0
477	0.0
478	0.0
479	0.0
480	0.0
481	0.0
482	0.0
483	0.0
484	0.0
485	0.0
486	0.0
487	0.0
488	0.0
489	0.0
490	0.0
491	0.0
492	0.0
493	0.0
494	0.0
495	0.0
496	0.0
497	0.0
498	0.0
499	0.0
500	0.0
501	0.0
502	0.0
503	0.0
504	0.0
505	0.0
506	0.0
507	0.0
508	0.0
509	0.0
510	0.0
511	0.0
512	0.0
513	0.0
514	0.0
515	0.0
516	0.0
517	0.0
518	0.0
519	0.0
520	0.0
521	0.0
522	0.0
523	0.0
524	0.0
525	0.0
526	0.0
527	0.0
528	0.0
529	1.0E-4
530	0.0
531	0.0
532	0.0
533	0.0
534	0.0
535	0.0
536	0.0
537	0.0
538	0.0
539	0.0
540	0.0
541	0.0
542	0.0
543	0.0
544	0.0
545	0.0
546	0.0
547	0.0
548	0.0
549	0.0
550	0.0
551	0.0
552	0.0
553	0.0
554	0.0
555	0.0
556	0.0
557	0.0
558	0.0
559	0.0
560	0.0
561	0.0
562	0.0
563	0.0
564	0.0
565	0.0
566	0.0
567	0.0
568	0.0
569	0.0
570	0.0
571	0.0
572	0.0
573	0.0
574	0.0
575	0.0
576	0.0
577	0.0
578	0.0
579	0.0
580	0.0
581	0.0
582	0.0
583	0.0
584	0.0
585	0.0
586	0.0
587	0.0
588	0.0
589	0.0
590	0.0
591	0.0
592	0.0
593	0.0
594	0.0
595	0.0
596	0.0
597	0.0
598	0.0
599	1.0E-4
600	0.0
601	0.0
602	0.0
603	0.0
604	0.0
605	0.0
606	0.0
607	0.0
608	0.0
609	0.0
610	0.0
611	0.0
612	0.0
613	0.0
614	1.0E-4
615	0.0
616	0.0
617	0.0
618	0.0
619	0.0
620	0.0
621	0.0
622	0.0
623	0.0
624	0.0
625	0.0
626	0.0
627	0.0
628	0.0
629	0.0
630	0.0
631	0.0
632	0.0
633	0.0
634	0.0
635	0.0
636	0.0
637	0.0
638	0.0
639	0.0
640	0.0
641	0.0
642	0.0
643	0.0
644	0.0
645	0.0
646	0.0
647	0.0
648	0.0
649	0.0
650	0.0
651	0.0
652	0.0
653	0.0
654	0.0
655	0.0
656	0.0
657	0.0
658	0.0
659	0.0
660	0.0
661	0.0
662	0.0
663	0.0
664	0.0
665	0.0
666	0.0
667	0.0
668	0.0
669	0.0
670	0.0
671	0.0
672	1.0E-4
673	0.0
674	0.0
675	0.0
676	0.0
677	0.0
678	0.0
679	1.0E-4
680	0.0
681	0.0
682	0.0
683	0.0
684	0.0
685	0.0
686	0.0
687	0.0
688	0.0
689	0.0
690	0.0
691	0.0
692	0.0
693	0.0
694	0.0
695	0.0
696	0.0
697	0.0
698	0.0
699	0.0
700	0.0
701	0.0
702	0.0
703	0.0
704	0.0
705	0.0
706	0.0
707	0.0
708	0.0
709	0.0
710	0.0
711	0.0
712	0.0
713	0.0
714	0.0
715	0.0
716	0.0
717	0.0
718	0.0
719	0.0
720	0.0
721	0.0
722	0.0
723	0.0
724	0.0
725	0.0
726	0.0
727	0.0
728	0.0
729	0.0
730	0.0
731	0.0
732	0.0
733	0.0
734	0.0
735	0.0
736	0.0
737	0.0
738	0.0
739	0.0
740	0.0
741	0.0
742	0.0
743	0.0
744	0.0
745	0.0
746	0.0
747	0.0
748	0.0
749	0.0
750	0.0
751	0.0
752	0.0
753	0.0
754	0.0
755	0.0
756	0.0
757	0.0
758	0.0
759	0.0
760	0.0
761	0.0
762	0.0
763	0.0
764	0.0
765	0.0
766	0.0
767	0.0
768	0.0
769	0.0
770	0.0
771	0.0
772	0.0
773	0.0
774	0.0
775	0.0
776	0.0
777	0.0
778	0.0
779	0.0
780	0.0
781	0.0
782	0.0
783	0.0
784	0.0
785	0.0
786	0.0
787	0.0
788	0.0
789	0.0
790	0.0
791	0.0
792	0.0
793	0.0
794	0.0
795	0.0
796	0.0
797	0.0
798	0.0
799	0.0
800	0.0
801	0.0
802	0.0
803	0.0
804	0.0
805	0.0
806	0.0
807	0.0
808	0.0
809	0.0
810	0.0
811	0.0
812	0.0
813	0.0
814	0.0
815	0.0
816	0.0
817	0.0
818	0.0
819	0.0
820	0.0
821	0.0
822	0.0
823	0.0
824	0.0
825	0.0
826	0.0
827	0.0
828	0.0
829	0.0
830	1.0E-4
